,county,account_ownership,mobile_money_usage,savings_behaviour,borrowing_behaviour,credit_access,digital_payment_adoption,remittances_received,monthly_household_income,social_protection_coverage,mobile_phone_ownership,internet_access,distance_to_nearest_bank,urban_population,land_ownership,account_ownership_excl,mobile_money_usage_excl,mobile_phone_excl,unemployment_rate,informal_employment
24,25,75.55555555555556,74.60317460317461,71.74603174603175,65.07936507936508,2.5396825396825395,10.158730158730158,17.77777777777778,9591.746031746032,11.11111111111111,78.41269841269842,30.476190476190478,4.844444444444444,28.57142857142857,15.555555555555555,24.444444444444446,25.396825396825395,21.58730158730159,16.040955631399317,89.83739837398373
25,26,74.07407407407408,74.07407407407408,47.53086419753087,58.0246913580247,4.938271604938271,20.37037037037037,20.37037037037037,8606.79012345679,15.432098765432098,76.5432098765432,51.23456790123457,1.2160493827160495,33.95061728395062,25.308641975308642,25.92592592592593,25.92592592592593,23.456790123456795,28.947368421052634,86.11111111111111
26,27,81.66969147005445,80.76225045372051,73.13974591651544,62.613430127041745,3.4482758620689653,20.508166969147005,41.01633393829401,9880.009074410164,13.611615245009073,87.84029038112523,61.524500907441016,1.368421052631579,50.99818511796733,17.96733212341198,18.330308529945547,19.237749546279492,12.15970961887477,18.89763779527559,85.43689320388349
27,28,82.15962441314554,81.92488262910797,77.93427230046949,72.53521126760563,8.215962441314554,18.30985915492958,24.647887323943664,13050.586854460094,17.136150234741784,83.09859154929578,46.244131455399064,1.7629107981220657,21.12676056338028,20.657276995305164,17.840375586854464,18.075117370892023,16.901408450704224,11.557788944723619,92.61363636363636
28,29,82.91139240506328,80.59071729957806,74.0506329113924,72.78481012658227,7.383966244725738,21.940928270042196,32.70042194092827,9242.932489451478,15.18987341772152,83.96624472573839,47.89029535864979,2.9240506329113924,20.042194092827003,25.738396624472575,17.08860759493671,19.409282700421937,16.03375527426161,11.86046511627907,94.72295514511873
29,30,64.30446194225722,61.15485564304461,70.34120734908137,65.61679790026247,1.837270341207349,8.923884514435695,25.72178477690289,8089.107611548557,10.761154855643044,79.00262467191601,38.320209973753286,5.551181102362205,25.72178477690289,22.83464566929134,35.69553805774278,38.84514435695539,20.99737532808399,9.763313609467456,93.77049180327869
30,31,85.6763925729443,84.08488063660478,68.16976127320955,59.94694960212201,3.978779840848806,13.527851458885943,19.628647214854112,10365.464190981433,13.793103448275861,89.38992042440319,49.86737400530504,2.740053050397878,35.54376657824933,27.320954907161806,14.323607427055707,15.915119363395224,10.61007957559682,16.86390532544379,87.18861209964413
31,32,81.78633975481611,80.38528896672504,62.34676007005254,55.34150612959719,5.42907180385289,16.637478108581437,28.7215411558669,9698.388791593696,15.761821366024517,85.11383537653239,45.884413309982484,2.180385288966725,47.285464098073554,26.09457092819615,18.21366024518388,19.614711033274958,14.886164623467602,17.68172888015717,88.3054892601432
32,33,68.40796019900498,66.91542288557214,54.47761194029851,55.72139303482587,2.9850746268656714,9.701492537313433,22.885572139303484,10698.482587064676,7.213930348258707,78.1094527363184,35.82089552238806,5.592039800995025,21.890547263681594,31.592039800995025,31.59203980099502,33.08457711442786,21.890547263681594,20.32085561497326,89.59731543624162
33,34,80.04866180048663,79.31873479318735,86.13138686131386,61.80048661800487,6.082725060827251,14.841849148418493,28.467153284671532,11860.705596107056,10.218978102189782,88.07785888077859,53.284671532846716,2.632603406326034,56.20437956204379,15.085158150851582,19.95133819951338,20.68126520681265,11.922141119221408,22.727272727272727,84.640522875817
34,35,75.3880266075388,74.05764966740577,63.63636363636363,61.19733924611973,5.099778270509978,12.638580931263856,21.729490022172946,9041.314855875831,18.403547671840354,82.039911308204,36.58536585365854,3.0532150776053215,22.838137472283815,27.716186252771617,24.611973392461195,25.942350332594234,17.960088691796006,15.96009975062344,83.38278931750742
35,36,78.11320754716982,77.16981132075472,74.15094339622641,61.698113207547166,7.547169811320755,19.622641509433965,26.037735849056602,10073.018867924528,20.37735849056604,80.0,41.509433962264154,1.7943396226415094,17.169811320754715,21.32075471698113,21.886792452830186,22.83018867924528,19.999999999999996,18.367346938775512,80.75
36,37,71.83333333333334,69.66666666666667,74.5,64.33333333333333,2.5,11.166666666666666,46.166666666666664,7270.096666666666,13.0,75.5,46.166666666666664,1.27,24.666666666666668,28.833333333333332,28.16666666666666,30.333333333333336,24.5,13.370998116760829,89.13043478260869
37,38,74.4874715261959,72.66514806378133,68.56492027334852,70.15945330296127,4.555808656036446,9.339407744874716,43.28018223234624,6642.726651480638,12.756264236902052,76.30979498861048,36.21867881548975,1.1503416856492028,24.145785876993166,19.81776765375854,25.512528473804096,27.334851936218673,23.69020501138952,14.127423822714682,89.6774193548387
38,39,76.07003891050583,72.17898832684824,72.17898832684824,70.03891050583657,4.669260700389105,13.229571984435799,33.65758754863813,6735.79766536965,12.062256809338521,79.57198443579766,39.494163424124515,13.054474708171206,26.26459143968872,5.836575875486381,23.929961089494167,27.82101167315175,20.42801556420234,19.144144144144143,90.5292479108635
39,40,70.70707070707071,69.1919191919192,69.6969696969697,61.86868686868687,2.7777777777777777,7.828282828282829,32.323232323232325,4906.186868686868,7.575757575757576,76.51515151515152,40.65656565656566,11.909090909090908,25.252525252525253,4.545454545454546,29.292929292929294,30.808080808080806,23.484848484848484,22.318840579710145,94.40298507462687
40,41,72.5,69.77272727272728,67.5,63.63636363636363,2.0454545454545454,8.409090909090908,37.72727272727273,4831.545454545455,10.0,77.04545454545455,37.04545454545455,6.872727272727273,20.681818181818183,10.227272727272728,27.500000000000004,30.227272727272727,22.95454545454545,23.88888888888889,94.8905109489051
41,42,82.50950570342205,80.98859315589354,76.61596958174906,55.70342205323195,3.2319391634980987,13.307984790874524,29.277566539923956,6826.71102661597,11.787072243346007,82.31939163498099,43.91634980988593,1.2604562737642586,42.77566539923954,2.4714828897338403,17.490494296577953,19.01140684410646,17.680608365019012,25.21551724137931,91.06628242074927
42,43,77.14285714285715,75.71428571428571,67.3469387755102,60.40816326530612,3.6734693877551026,7.755102040816326,22.244897959183675,6058.591836734694,6.122448979591836,81.22448979591836,32.04081632653061,1.5714285714285714,22.857142857142858,9.183673469387756,22.857142857142854,24.28571428571429,18.775510204081634,18.932038834951456,92.81437125748504
43,44,70.4331450094162,69.49152542372882,54.23728813559322,62.71186440677966,5.4613935969868175,11.487758945386064,13.74764595103578,10414.500941619586,12.617702448210924,78.15442561205273,40.11299435028249,3.5216572504708097,29.75517890772128,12.24105461393597,29.566854990583803,30.508474576271183,21.845574387947263,19.198312236286917,85.90078328981723
44,45,84.09542743538768,83.1013916500994,62.22664015904572,67.39562624254472,4.970178926441352,12.524850894632205,14.314115308151093,8265.705765407554,11.72962226640159,86.67992047713717,43.141153081510936,4.391650099403578,23.856858846918488,5.964214711729622,15.90457256461233,16.898608349900602,13.320079522862827,14.754098360655737,85.43956043956044
45,46,83.22981366459628,82.6086956521739,49.4824016563147,52.587991718426494,4.3478260869565215,14.906832298136646,23.60248447204969,6330.641821946169,9.937888198757763,85.71428571428571,32.91925465838509,1.5693581780538302,22.56728778467909,14.906832298136646,16.770186335403725,17.391304347826086,14.28571428571429,15.914489311163896,89.54802259887006
46,47,92.53246753246754,92.04545454545455,87.17532467532467,64.44805194805194,5.844155844155844,28.57142857142857,35.064935064935064,16695.373376623378,20.12987012987013,96.75324675324676,81.16883116883116,1.1639610389610389,100.0,11.363636363636363,7.467532467532467,7.954545454545459,3.2467532467532423,24.496644295302016,71.77777777777777
